"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url"
"Wed Feb 07 05:21:37 +0000 2024","1.76E+18","@MonaPatelT @Malaguena27 @Shunyaa00 @Ashok_19 @Asha1707 @apurvaparikh18 5 cr -8 cr se  Jyada illegal Rohingya Bangladeshi hai Migrant Mafia hai Smuggling Racket hai Bengal Bihar Assam UP MH MP JH CG Kashmir Rajasthan Sarkari Karmachari Shamil hai","0","1","0","1","in","1.54E+18","1.75E+18","khetpal_suraj","https://twitter.com/khetpal_suraj/status/1755099472403603617"
"Wed Feb 07 05:20:12 +0000 2024","1.76E+18","@prophetofzorck @realfedinuril 02 ini memang isinya orang yg pro zionist dan persekusi rohingya kah ?","0","2","0","2","in","2351650436","1.76E+18","krnwn17","https://twitter.com/krnwn17/status/1755099119734100194"
"Wed Feb 07 05:14:29 +0000 2024","1.76E+18","Merendahkan Palestina, mengusir Rohingya, menyepelekan keresahan perempuan, memelihara kemiskinan dan kebodohan.   KALIAN AKAN BAYAR ITU SEMUA DI HADAPAN ALLAH NANTI! @ 02","0","0","0","0","in","1.45E+18","1.76E+18","lijenoting","https://twitter.com/lijenoting/status/1755097680534241733"
"Wed Feb 07 05:10:54 +0000 2024","1.76E+18","yess. termasuk singaporean dan white people yaaa bukan hanya dengan bangla rohingya sajaaaa","0","1","0","0","in","1.20E+18","1.76E+18","bbowoon","https://twitter.com/bbowoon/status/1755096778268106976"
"Wed Feb 07 04:45:00 +0000 2024","1.76E+18","@KangUbiBakar94 beruang kecil juga sebentar jadi korbannya Rohingya ðŸ˜‚","0","1","0","0","in","8.78E+17","1.76E+18","gofela_","https://twitter.com/gofela_/status/1755090257999978692"
"Wed Feb 07 04:33:00 +0000 2024","1.76E+18","influencer yang menyuarakan rasisme terhadap etnis rohingya tidak dihormati. apalagi bagi masyarakat Indo timur, hal seperti itu bersifat charity. prioritas utama tidak hanya memberikan ide keamanan pangan untuk menjamin bisa makan setiap hari, malah buat konten makan besar.","0","0","0","4","in","1.68E+18","1.76E+18","swetxmachiatou","https://twitter.com/swetxmachiatou/status/1755087239711977912"
"Wed Feb 07 04:32:24 +0000 2024","1.76E+18","Liat aja deh komentarnya, akun2 centang biru pdhl gak terkenal ini memang meresahkan. Dulu isu rohingya, sekrang begini?","0","0","0","3","in","1.59E+18","1.76E+18","mileorphile","https://twitter.com/mileorphile/status/1755087089316868386"
"Wed Feb 07 04:31:09 +0000 2024","1.76E+18","@KangUbiBakar94 Kalau pilar negara rubuh gara-gara satu goyangan sudah pasti langsung Rohingya Pasang Umbul-umbul ðŸ˜‚","0","1","0","0","in","8.78E+17","1.76E+18","gofela_","https://twitter.com/gofela_/status/1755086775301570959"
"Wed Feb 07 04:30:05 +0000 2024","1.76E+18","@strike_bravo_b Loh lihat dong si Fedy Nuril Umay Kadam Sidiq Refal z yang dihujat habis-habisan , kalau elu cuman pada protes doang , atau win win solution : semua pendukung capres pada brutal barbar , nggak hanya 01 doang , tuh di 02 lebih parah mulai dari menolak Rohingya rasis Yaman ke Anies","0","0","3","11","in","1.36E+18","1.76E+18","BramantioAb","https://twitter.com/BramantioAb/status/1755086505037660649"
"Wed Feb 07 04:25:22 +0000 2024","1.76E+18","@rengasdengklook Setelah memainkan isu rohingya sekarang malah isu orang pelosok ga makan. Jadi sama aja mereka berpikir kalo orang pelosok = rohingya","0","0","0","6","in","1.48E+18","1.75E+18","Nabi_Urban","https://twitter.com/Nabi_Urban/status/1755085320067178568"
"Wed Feb 07 04:25:12 +0000 2024","1.76E+18","@febbianalaam Rohingya ge padang","0","0","0","0","in","1.51E+18","1.76E+18","akewxwilhelm","https://twitter.com/akewxwilhelm/status/1755085275951456693"
"Wed Feb 07 04:13:46 +0000 2024","1.76E+18","@discernia Arakan itu termasuk etnis rohingya juga kah? Saya kurang paham.","0","1","0","0","in","131506067","1.76E+18","kapten_imel","https://twitter.com/kapten_imel/status/1755082399451603026"
"Wed Feb 07 04:12:40 +0000 2024","1.76E+18","@lady_bugg11 rohingya di kelantan dan langkawi,awat PNtaik bisu","0","0","0","2","in","9.33E+17","1.75E+18","Lazdfa_","https://twitter.com/Lazdfa_/status/1755082122807894134"
"Wed Feb 07 03:59:14 +0000 2024","1.76E+18","Iya wataknya Bobon sampah. Ngeledek &amp  fitnah pengungsi Rohingya, korban genosida! Bangga lo?!","0","0","0","0","in","1.24E+18","1.76E+18","indrasbitchhere","https://twitter.com/indrasbitchhere/status/1755078742865596852"
"Wed Feb 07 03:52:01 +0000 2024","1.76E+18","@AghaarXx kadam kamu ganteng kok mirip banget sma saudara rohingya ðŸ¤­""","0","0","0","0","in","261940594","1.75E+18","azimsaida22","https://twitter.com/azimsaida22/status/1755076926824497336"
"Wed Feb 07 03:51:46 +0000 2024","1.76E+18","@jenggalafana wkwkw maka e... jadi inget narasi ntu akun ttg rohingya kemaren wkwkwk. pada kemakan hoax smua","0","0","0","0","in","1.12E+18","1.75E+18","pluffyupi","https://twitter.com/pluffyupi/status/1755076862186082627"
"Wed Feb 07 03:51:42 +0000 2024","1.76E+18","Pngn liat dia main drma action lgiii kereeen bgtt","0","0","0","0","in","1.18E+18","1.76E+18","lemonirale","https://twitter.com/lemonirale/status/1755076845727584636"
"Wed Feb 07 03:50:09 +0000 2024","1.76E+18","@mynewshub Bangla atau Rohingya ? Selalu 2 puak ni je yang suka kacau perempuan.","0","0","0","0","in","2155147832","1.75E+18","mohsienshah","https://twitter.com/mohsienshah/status/1755076455820906885"
"Wed Feb 07 03:35:37 +0000 2024","1.76E+18","@utdfocusid @bliblidotcom Rohingya pulang aja deh","0","0","0","0","in","1.69E+18","1.76E+18","david0001452210","https://twitter.com/david0001452210/status/1755072797263732801"
"Wed Feb 07 03:32:26 +0000 2024","1.76E+18","@kegblgnunfaedh GorengÂ² rohingya lg dong blog... Rindu gorengan rohingya","0","0","0","0","in","894675764","1.75E+18","GiovanniAdindya","https://twitter.com/GiovanniAdindya/status/1755071996281733273"
"Wed Feb 07 03:28:54 +0000 2024","1.76E+18","@utdfocusid @bliblidotcom Warga rohingya kenapa sihhhh","0","0","0","0","in","272973803","1.76E+18","jakidzaky","https://twitter.com/jakidzaky/status/1755071110255919123"
"Wed Feb 07 03:20:18 +0000 2024","1.76E+18","@yunitaterry3 kalo mau makan gratis jadi warga Rohingya aja bro","0","0","0","0","in","1.58E+18","1.75E+18","deschorpioenen","https://twitter.com/deschorpioenen/status/1755068943507874107"
"Wed Feb 07 03:18:02 +0000 2024","1.76E+18","Dengan penuh rasa hormat, kalo kamu beneran ngedukung 02 yg Zionist, menginisiasi normalisasi hubungan indo-isntreal &amp  mendemonisasi pengungsi Rohingya sampai jurnalis palestina komen, tolong drop bendera palestina dari avamu - terima kasih","0","0","0","1","in","4113707718","1.76E+18","pitharukaze","https://twitter.com/pitharukaze/status/1755068373627716070"
"Wed Feb 07 03:11:50 +0000 2024","1.76E+18","Militer Myanmar dikabarkan ngungsi ke Bangladesh karena kalah tarung dgn AA (Arakan Army) Ini org2 suku2 etnik yg dianggap asli Myanmar no impor2"" dgn persenjataan lengkap aja pergi ngungsi. Anyway the table has finally turned. They feel a fraction of what the Rohingya felt""","2","5","39","100","in","62219111","1.76E+18","discernia","https://twitter.com/discernia/status/1755066811878437077"
"Wed Feb 07 03:09:04 +0000 2024","1.76E+18","@Gabbar0099 Rohingya h sahab","0","0","0","0","in","1664583462","1.75E+18","satyenduprakash","https://twitter.com/satyenduprakash/status/1755066118773862412"
"Wed Feb 07 03:05:03 +0000 2024","1.76E+18","@duittonium Rohingya patut diletakkan kat kem pelarian.. cukup satu tempoh hantar balik negara mereka atau negara lain yg nk terima.. sekrg ni bersepah kat seluruh negara","0","0","0","1","in","8.20E+17","1.75E+18","MattNordzee","https://twitter.com/MattNordzee/status/1755065106625593441"
"Wed Feb 07 03:00:38 +0000 2024","1.76E+18","Xenofobik juga. Yang tempo hari demonisasi Rohingya. Wajib dicancel. Jangan kasih panggung lagi.","0","0","0","6","in","1.20E+18","1.76E+18","SmudgeStan","https://twitter.com/SmudgeStan/status/1755063994552103171"
"Wed Feb 07 03:00:18 +0000 2024","1.76E+18","Apa liatÂ²?ðŸ˜¤ðŸ˜… . . . indoviral | rule34 | viral | indopride | jessica | mirna | terbaru | Indonesia | cewekindo | skandal | israel | rohingya | aceh | palestina   #rule34 #indoviral #viral18 #rebecca11menit #meli3gp #rohingya #palestina #LigaSamudera https://t.co/ZgSql5Yg6p","0","0","0","0","in","1.71E+18","1.76E+18","widyakris11","https://twitter.com/widyakris11/status/1755063911059972379"
"Wed Feb 07 02:59:43 +0000 2024","1.76E+18","ChuakssðŸ˜œðŸ˜œ . . . indoviral | rule34 | viral | indopride | jessica | mirna | terbaru | Indonesia | cewekindo | skandal | israel | rohingya | aceh | palestina   #rule34 #indoviral #viral18 #rebecca11menit #meli3gp #rohingya #palestina #LigaSamudera https://t.co/k3LW9QVpiC","0","0","0","0","in","1.71E+18","1.76E+18","widyakris11","https://twitter.com/widyakris11/status/1755063762959171792"
"Wed Feb 07 02:59:08 +0000 2024","1.76E+18","@athman_f36843 @bebasdigital Memangnya rohingya org indo kidsss?","0","1","0","5","in","578766243","1.75E+18","AldhySaputra_","https://twitter.com/AldhySaputra_/status/1755063618389881335"
"Wed Feb 07 02:58:53 +0000 2024","1.76E+18","Pagi semua!!âœ¨ . . . indoviral | rule34 | viral | indopride | jessica | mirna | terbaru | Indonesia | cewekindo | skandal | israel | rohingya | aceh | palestina   #rule34 #indoviral #viral18 #rebecca11menit #meli3gp #rohingya #palestina #LigaSamudera https://t.co/7hQy3xoz62","0","0","0","0","in","1.71E+18","1.76E+18","widyakris11","https://twitter.com/widyakris11/status/1755063554892349792"
"Wed Feb 07 02:58:19 +0000 2024","1.76E+18","Aku belum punya pacarðŸ˜… . . . indoviral | rule34 | viral | indopride | jessica | mirna | terbaru | Indonesia | cewekindo | skandal | israel | rohingya | aceh | palestina   #rule34 #indoviral #viral18 #rebecca11menit #meli3gp #rohingya #palestina #LigaSamudera https://t.co/o1lLsRH697","0","0","0","0","in","1.71E+18","1.76E+18","widyakris11","https://twitter.com/widyakris11/status/1755063413619704121"
"Wed Feb 07 02:55:53 +0000 2024","1.76E+18","Berpuluh tahun aku memang tak setuju dengan kemasukkan rohingya ni. Dari zaman aku sekolah lg, Dari zaman lagu 'selamat mlm rohingya'.  Sebab apa? Sebab rohingya ni ramai penipu depan mata aku. Terutama sekali dalam kepercayaan beragama. Sampai sekarang ramai yg menipu.","0","0","0","0","in","1.65E+18","1.76E+18","Eldieranora","https://twitter.com/Eldieranora/status/1755062798282100992"
"Wed Feb 07 02:52:17 +0000 2024","1.76E+18","@fias_rawna @jalanparis @tvOneNews @aniesbaswedan Presiden yaman apa rohingya","0","0","0","0","in","574949299","1.75E+18","Vellociraptor","https://twitter.com/Vellociraptor/status/1755061894908649981"
"Wed Feb 07 02:50:24 +0000 2024","1.76E+18","#NAME?","0","0","0","0","in","1.63E+18","1.76E+18","siTaatPajak","https://twitter.com/siTaatPajak/status/1755061419568226387"
"Wed Feb 07 02:36:48 +0000 2024","1.76E+18","@ririsa064 @dillawwwww Buat lo emang gaseberapa mba makan gratis, tp buat org2 di timur itu sangat bermanfaat. Susah sih emang ngobrol sma org yg lebih setuju mensejahterakan rohingya lebih penting drpd rakyat sendiri","0","1","0","0","in","1.70E+18","1.75E+18","RifdaKhoir34637","https://twitter.com/RifdaKhoir34637/status/1755057996823191598"
"Wed Feb 07 02:33:44 +0000 2024","1.76E+18","Baru mau komen narasinya mirip Rohingya, tiba-tiba masif. Thanks sudah mewakili.","0","0","0","1","in","1.23E+18","1.76E+18","nov9mar24","https://twitter.com/nov9mar24/status/1755057224752447559"
"Wed Feb 07 02:32:01 +0000 2024","1.76E+18","@tvOneNews Sangat siap menjadi presiden Rohingya 01 wkwkw","0","0","0","0","in","1.44E+18","1.75E+18","dangzkyy","https://twitter.com/dangzkyy/status/1755056791808069997"
"Wed Feb 07 02:25:44 +0000 2024","1.76E+18","@ZulFarh32420907 @duittonium @theworldindex makanan kau dah lah semua cetak rompak. lepastu suka rembat minyak subsidi rakyat Malaysia. perangai kau orang sama level jer dengan rohingya.","0","0","0","0","in","1.42E+18","1.75E+18","MLKTrey_","https://twitter.com/MLKTrey_/status/1755055212627370105"
"Wed Feb 07 02:19:16 +0000 2024","1.76E+18","@athman_f36843 @AldhySaputra_ @bebasdigital Rohingya dah balek ke Myanmar pada saat itu.","0","0","0","0","in","1.66E+18","1.75E+18","https4ohm","https://twitter.com/https4ohm/status/1755053586189525195"
"Wed Feb 07 02:16:49 +0000 2024","1.76E+18","Umay ngetweet sarkas, kritik program makan siang gratis&amp turunannya langsung dihujat, dicancel rame2, muncul di trending&amp bs ketebak tweet2 narasinya template seragam hujat Umay,tp ini sih yg paling dongo,bawa2 anak Papua,plus ada si bobon pemabuk &amp  yg ngemocking soal Rohingya lol","0","0","0","0","in","1.41E+18","1.76E+18","YareY4r3Daze","https://twitter.com/YareY4r3Daze/status/1755052969417191722"
"Wed Feb 07 02:14:20 +0000 2024","1.76E+18","rohingya masih lu bawa2? yaallah sakit","0","0","0","0","in","962510557","1.76E+18","wxndwitch","https://twitter.com/wxndwitch/status/1755052341068493220"
"Wed Feb 07 01:51:36 +0000 2024","1.76E+18","Hadeuh, kalau kegoblokan unfaedah udah bergerak kek begini . Kalian tau kan karena apa? Akun ini juga yg bertanggung jawab soal rohingya.  Ya sama kek nama akunnya, kegoblokan unfaedah, kerjanyamemelihara keg****kan","0","0","0","1","in","1.59E+18","1.76E+18","mileorphile","https://twitter.com/mileorphile/status/1755046623460405555"
"Wed Feb 07 01:50:57 +0000 2024","1.76E+18","Walau misalnya AMIN ga menang, ga ada penyesalan buatku, karena sudah tidak sekelompok dengan orang2 yg rasis, provokatif dan mendemonisasi Rohingya. Jangan sampe satu barisan dgn kelompok itu ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»","0","1","0","2","in","1.20E+18","1.76E+18","even_iam","https://twitter.com/even_iam/status/1755046457223377074"
"Wed Feb 07 01:49:15 +0000 2024","1.76E+18","@ba5889333 @doainyah @jisooBigwin makannya anak kecil tuh seberapa banyak sih?? sebanyak orang orang Rohingya kah??","0","2","0","0","in","1.46E+18","1.75E+18","Rere52733792","https://twitter.com/Rere52733792/status/1755046030339670329"
"Wed Feb 07 01:44:48 +0000 2024","1.76E+18","@jakidzaky @utdfocusid @bliblidotcom SianygðŸ¤£ðŸ¤£ rohingya apa arab baduy bang wkwk","0","0","0","0","in","1.17E+18","1.75E+18","sicanican","https://twitter.com/sicanican/status/1755044911018311963"
"Wed Feb 07 01:36:08 +0000 2024","1.76E+18","sehat sehat pekerja rohingya @ENHYPEN_members","0","0","0","0","in","1.55E+18","1.76E+18","tiramisyew","https://twitter.com/tiramisyew/status/1755042727811777007"
"Wed Feb 07 01:35:51 +0000 2024","1.76E+18","Orang non-Timur seneng banget ya, nunjukkin mereka jadi â€˜penyelamatâ€™ dengan foto op gini. White saviorism?  Foto pertama, buat apa ada tulisan â€˜bukan masak buat orang Rohingyaâ€™?  Susunya rasa stroberi = bukan susu, tapi air gula.   Biskuit  = makanan yang diproses pabrikan.","0","0","10","45","in","1.69E+18","1.76E+18","knpharuspeduli","https://twitter.com/knpharuspeduli/status/1755042659444678745"
"Wed Feb 07 01:31:33 +0000 2024","1.76E+18","@wartafunky Rasisnya orang Indonesia juga keliatan waktu pada termakan hoax Rohingya. Para akhawat ngomong Ya Allah kami minta Abu Ubaidah, bukan Abu Gosok"" itu nggak lucu banget.""","0","0","1","1","in","76241729","1.75E+18","malakmalakmal","https://twitter.com/malakmalakmal/status/1755041576211157264"
"Wed Feb 07 01:27:20 +0000 2024","1.76E+18","gw liat-liat ternyata warga X banyak juga yg gampang disetir yh. kemarin rohingya, skrg makan gratis. padahal keliatan bgt itu narasi mereka. orang-orang paham gak sih kalau yang dipermasalahin itu bukan makan siang gratisnya, tapi karena program itu ga nyelesain root cause?","0","1","0","4","in","4812798252","1.76E+18","schleeping","https://twitter.com/schleeping/status/1755040515043848390"
"Wed Feb 07 01:27:01 +0000 2024","1.76E+18","@hypergengsi Dulu juga pas narasi tolak pengungsi rohingya awalnya dibikin rame akun ginian nih. Prabowo seneng banget dah bikin perpecahan wkwkwk","0","1","1","10","in","1.41E+18","1.75E+18","kayarayaaaaa","https://twitter.com/kayarayaaaaa/status/1755040436543234447"
"Wed Feb 07 01:16:36 +0000 2024","1.76E+18","@AldhySaputra_ @bebasdigital Rohingya bilek.. asik punya temen bisa makan bareng wkwk","0","2","0","0","in","1.72E+18","1.75E+18","athman_f36843","https://twitter.com/athman_f36843/status/1755037815816282594"
"Wed Feb 07 01:11:47 +0000 2024","1.76E+18","beneran mereka lebih percaya sama gurunya!! kemarin2 muridku kemakan narasi rohingya di tiktok alhamdulillah setelah kujelasin mereka jd paham","0","0","0","0","in","1.38E+18","1.76E+18","10pmkst","https://twitter.com/10pmkst/status/1755036603570147615"
"Wed Feb 07 01:07:06 +0000 2024","1.76E+18","orang2 yg suka making fun Rohingya tuh apa kga tahu sejarahnya","0","0","0","1","in","1.49E+18","1.76E+18","lazy2growup","https://twitter.com/lazy2growup/status/1755035421040595242"
"Wed Feb 07 00:43:52 +0000 2024","1.76E+18","@duittonium 3 tahun dah aku kena betugas jaga kem PATI ni . perangai rohingya yg paling bangsat . mmg padan lah kena halau dari negara sendiri.","0","0","0","1","in","8.99E+17","1.75E+18","FarisRusni","https://twitter.com/FarisRusni/status/1755029577930613038"
"Wed Feb 07 00:41:28 +0000 2024","1.76E+18","@kle1ner_kerl @duittonium setuju . dah 3 tahun saya btugas jaga kem rohingya ni . dan padanlah kenapa di usir dari negara sendiri","0","0","1","1","in","8.99E+17","1.75E+18","FarisRusni","https://twitter.com/FarisRusni/status/1755028972466020737"
"Wed Feb 07 00:40:29 +0000 2024","1.76E+18","@ApehSkywalker @duittonium bang . meh tolong jaga kt dlm kem rohingya ni . makan tido begaduh . komplen sana komplen sini .","0","0","0","1","in","8.99E+17","1.75E+18","FarisRusni","https://twitter.com/FarisRusni/status/1755028723861242276"
"Wed Feb 07 00:19:42 +0000 2024","1.76E+18","Terus ngapain bawa-bawa rohingya? Dia pikir jadi pengungsi itu enak?","0","0","5","8","in","133157248","1.76E+18","zeronol0","https://twitter.com/zeronol0/status/1755023495917105246"
"Wed Feb 07 00:12:45 +0000 2024","1.76E+18","@PolJokesID Biar pertahanan nya lebih bagus. Rohingya be like = https://t.co/OcMcWleSw3","0","0","0","0","in","1.74E+18","1.75E+18","Tugiman_Jar03","https://twitter.com/Tugiman_Jar03/status/1755021745814491153"
"Wed Feb 07 00:03:52 +0000 2024","1.76E+18","bosen banget berita dimna2 pemilu .. lah ini berita Rohingya gimna apa udah di take out dari negara kita ...   #nangis","0","0","0","0","in","1.41E+18","1.76E+18","Yoviilutfiah1","https://twitter.com/Yoviilutfiah1/status/1755019508102857097"
"Wed Feb 07 00:03:08 +0000 2024","1.76E+18","@utdfocusid @bliblidotcom Debat kok sama warga rohingya ðŸ˜­","0","1","0","0","in","272973803","1.75E+18","jakidzaky","https://twitter.com/jakidzaky/status/1755019327319822411"
"Tue Feb 06 23:42:53 +0000 2024","1.76E+18","woy anjir minimal hapus tweet jing, rasis ke rohingya, menyesatkan orang haduuh ngepet","0","0","0","0","in","1.01E+18","1.76E+18","chocdoue","https://twitter.com/chocdoue/status/1755014228728254514"
"Tue Feb 06 23:39:09 +0000 2024","1.76E+18","@txtfromIR Rohingya selayaknya jadi urusan internasional (KALAU PEMERINTAHNYA BENER). Binatang mana sih yg menggiring stigma kalau rohingnya jadi urusan nasional dan tanggungan pemda. Laknat seumur hidup kau","0","0","1","18","in","1.42E+18","1.75E+18","kindaschwensza","https://twitter.com/kindaschwensza/status/1755013288910557482"
"Tue Feb 06 23:37:42 +0000 2024","1.76E+18","Udah curiga jg klo itu buzzer, masif banget kaya masifnya ujaran kebencian ke rohingya kemaren yg tiba2 banyak yg bahas","0","0","0","0","in","1.55E+18","1.76E+18","ichi_ocha_08","https://twitter.com/ichi_ocha_08/status/1755012923943215281"
"Tue Feb 06 23:16:40 +0000 2024","1.76E+18","Ketaker kan kalo ini gerakan ga organik  Btw he's racist towards Rohingya.","0","0","1","8","in","1.43E+18","1.76E+18","kentomiyauraaa","https://twitter.com/kentomiyauraaa/status/1755007633147531403"
"Tue Feb 06 23:13:54 +0000 2024","1.76E+18","@we_5jog Presiden dan wakil presiden untuk penduduk rohingya aja","0","0","0","0","in","1.64E+18","1.75E+18","hanni_mariam","https://twitter.com/hanni_mariam/status/1755006935534014763"
"Tue Feb 06 23:10:01 +0000 2024","1.76E+18","@Dennysiregar7 @jokowi Gua juga masih menunggu omongan pak Jokowi yang katanya Rohingya Hanya Sementara"",itu dia sendiri yang ngomong langsung,gua pengen omongan itu nyata,kalo ternyata gak sesuai dengan omongan, bakal gua cap bohong""","0","0","0","0","in","1.63E+18","1.75E+18","JamurAjaib01_","https://twitter.com/JamurAjaib01_/status/1755005958584164485"
"Tue Feb 06 23:06:11 +0000 2024","1.76E+18","@dillawwwww Salam waras waras, Lo yg gak waras, tukang masuk, mocking Rohingya kok dibilang waras","0","0","0","1","in","1.41E+18","1.75E+18","YareY4r3Daze","https://twitter.com/YareY4r3Daze/status/1755004992413638847"
"Tue Feb 06 22:13:44 +0000 2024","1.75E+18","@gomadedepalmen @idetopia Yoi bg ðŸ˜‚skrng ini emg hrus pinterÂ² dh mengolah berita, smgga byk yg kapok sma narasiÂ² yg di bnturÂ²kan, mulai dri isu Rohingya smpe skrng ya udah Psti ada yg gerakin, gua jga gk Nemu sblmnya ada yg bhas knpa hrus Anies, gnjar, dn ini akun jga Bru liat gua sblmnya ðŸ˜‚","0","0","0","3","in","1.73E+18","1.75E+18","Ndremu669","https://twitter.com/Ndremu669/status/1754991795291979897"
"Tue Feb 06 22:08:08 +0000 2024","1.75E+18","@txtfromIR OOF~~~ ngomongin makan siang gratis malah blunder bawa2 etnis rohingyaðŸ˜³","0","0","0","1","in","1.28E+18","1.75E+18","rrsccse","https://twitter.com/rrsccse/status/1754990384546189537"
"Tue Feb 06 20:59:26 +0000 2024","1.75E+18","@ApehSkywalker @duittonium macam ni lah bang.... kami tolong abang kutipkan rohingya ni bagi kat abang jaga . kami taknak","0","0","0","1","in","2409257280","1.75E+18","yofavposer","https://twitter.com/yofavposer/status/1754973096686326127"
"Tue Feb 06 20:37:24 +0000 2024","1.75E+18","@moviemenfes Dulu nangis sih sekarang tambah nangis gara2 inget anak2 di Palestina gmn ya kabarnya? Anak2 Rohingya, Uighur, Syria dll..... Ya Allah kasian bgt anak2 korban perang asli nangis sesenggukan gue.... Maafin aku ga bs bantu apa2 kecuali doa dan sedikit dana bantuan ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­","0","0","1","15","in","2884631503","1.75E+18","sooyaasurakarta","https://twitter.com/sooyaasurakarta/status/1754967548846883254"
"Tue Feb 06 20:30:49 +0000 2024","1.75E+18","@ApehSkywalker @duittonium Butoh anjing la mamat ni. Oi BABI, ko pergi kutip PATI2 dgn Rohingya ni and kau gajikan mereka ni keje. Kau bayar la dengan akal dan hati perut kau tu. Jenis pandai cakap tak faham situasi. Jangan2 nilah keturunan anak sial yang mak dia tak tau mana satu bapak anak dia ni...","0","0","0","2","in","1.59E+18","1.75E+18","CM230282","https://twitter.com/CM230282/status/1754965893069857135"
"Tue Feb 06 20:24:10 +0000 2024","1.75E+18","Pynjari Section 144 CrPC ban iada na ki kynhun kieng atiar, phetwir Rohingya ha khappud India Bangladesh https://t.co/cnbN0PWxCo","0","0","0","1","in","1.14E+18","1.75E+18","Sylladofficial","https://twitter.com/Sylladofficial/status/1754964222532862036"
"Tue Feb 06 20:18:14 +0000 2024","1.75E+18","@kegblgnunfaedh Akun ini lagi, kalo dr groupnya dia up semua.  Fix issue rohingya 2.0","0","0","0","0","in","94763478","1.75E+18","eeerzal","https://twitter.com/eeerzal/status/1754962727620280639"
"Tue Feb 06 19:36:24 +0000 2024","1.75E+18","@utdfocusid @bliblidotcom Berisik bener rohingya","0","0","0","0","in","1.15E+18","1.75E+18","ryanalfnda","https://twitter.com/ryanalfnda/status/1754952201225810052"
"Tue Feb 06 18:49:54 +0000 2024","1.75E+18","Rasis ke rohingya aja bangga","0","0","0","0","in","1.15E+18","1.75E+18","hourlyshaun","https://twitter.com/hourlyshaun/status/1754940497158930520"
"Tue Feb 06 18:37:42 +0000 2024","1.75E+18","Chuakz banget chuakz banget pokoknya di saat orang CHUAKZ"" diluar sana di bela banget tapi di negara sendiri Rohingya ngga di bantu sama kaum mereka yang katanya se agama""","0","0","0","0","in","3114013120","1.75E+18","AFKMoment","https://twitter.com/AFKMoment/status/1754937426341200043"
"Tue Feb 06 18:37:09 +0000 2024","1.75E+18","Kena adil dalam berfikir. Sifat kemanusiaan tak kira warna kulit, tak kenal kaum dan bangsa. Kita berkempen untuk membela orang Palestine, apakah orang Rohingya ini berbeza ? Mereka juga mangsa yang dikejar, dibakar, dibunuh sebelum menjadi pelarian di negara kita.","0","1","0","0","in","1348362000","1.75E+18","karyaboii","https://twitter.com/karyaboii/status/1754937289162293668"
"Tue Feb 06 18:34:41 +0000 2024","1.75E+18","@slwpy aku buka beasiswa buat brand ambassador pas tanya rohingya mereka jawabannya rohingya parasit""""","0","1","0","0","in","1.16E+18","1.75E+18","mylinespace","https://twitter.com/mylinespace/status/1754936667339915397"
"Tue Feb 06 18:24:12 +0000 2024","1.75E+18","@mylinespace emg kayanya isu kl rohingya kemarin itu hoax buat fearmongering ga nyampe platform sana deh. ga pernah liat ada yg klarifikasi jugaa huhu","0","1","0","0","in","1.35E+18","1.75E+18","slwpy","https://twitter.com/slwpy/status/1754934031974859238"
"Tue Feb 06 18:14:39 +0000 2024","1.75E+18","Saragih media si tolol yg turut serta mengobarkan kebencian pd rohingya sesuai pesanan suatu kelompok, skrg lagi bekerja untuk kelompok itu lg, kali ini degan menyebarkan kebencian pada yg tidak sepaham dengan kelompok itu.  Sampe sini paham kan kaitannya pilpres &amp  isu rohingya?","0","0","1","0","in","1.38E+18","1.75E+18","merseysideliv","https://twitter.com/merseysideliv/status/1754931625895592451"
"Tue Feb 06 18:10:47 +0000 2024","1.75E+18","@slwpy Terima rohingya kok kekurangan?","0","1","0","0","in","1.16E+18","1.75E+18","mylinespace","https://twitter.com/mylinespace/status/1754930654398251461"
"Tue Feb 06 18:06:15 +0000 2024","1.75E+18","rohingya â˜ºï¸ tlg dong jelasin, w capek https://t.co/LB6veaNtoE","0","1","0","1","in","1.35E+18","1.75E+18","slwpy","https://twitter.com/slwpy/status/1754929512041636021"
"Tue Feb 06 18:05:16 +0000 2024","1.75E+18","@utdfocusid @bliblidotcom owalah ketua liverpul cabang rohingya ðŸ˜‚ gak kaget","0","0","1","11","in","3136338570","1.75E+18","yogasena06","https://twitter.com/yogasena06/status/1754929266695995497"
"Tue Feb 06 17:49:18 +0000 2024","1.75E+18","@madarahadian @Lily_JKT48 Hamdan Rohingya lagi yang kena mas","0","0","0","0","in","1.45E+18","1.75E+18","rizkyybayuf","https://twitter.com/rizkyybayuf/status/1754925248305365469"
"Tue Feb 06 17:49:02 +0000 2024","1.75E+18","Nak setel Rohingya ni 2 jalan je. Angkat senjata perang dengan Myanmar sampai menang, atau rigged dia punya election bagi yang ada hati perut naik jadi pemimpin, Rohingya boleh balik negara sendiri.","0","1","0","0","in","302534450","1.75E+18","dausdollah_18","https://twitter.com/dausdollah_18/status/1754925178151436596"
